id,mass,x,y,z,vx,vy,vz
247,29.341,-2.26745,5.36658,-9.79065,0.0773771,-0.0798937,-0.0819811
248,96.6844,8.05613,-4.52052,5.26727,-0.0155771,-0.0804401,-0.0130469
249,40.7206,3.13819,2.97555,-5.40019,-0.08761,-0.0354307,-0.0499101
250,22.1242,-3.45329,-1.92249,9.98274,0.0847089,-0.0431556,-0.0437437
251,91.0535,-7.05347,-6.41347,5.69633,0.0959546,-0.0731619,0.0251069
252,72.4322,1.2208,-2.10914,4.67793,-0.0515659,-0.0898599,-0.013517
253,17.8634,1.27963,-4.06925,9.21632,0.0341554,-0.0204952,0.0505379
254,62.4178,9.40917,-8.11402,0.101056,0.0161151,-0.0270127,0.0715298
255,80.3817,-0.791158,6.87708,0.692307,0.0756076,-0.00837561,-0.0237551
256,65.7878,3.31069,3.89236,-8.8899,-0.0110427,0.061746,0.0620432
257,10.5215,-5.69038,-3.79032,-9.58996,0.00114405,-0.0278618,-0.0573048
258,97.984,-9.64238,-1.29329,6.3297,-0.0716513,-0.0150267,0.004599
259,89.0631,-4.9888,9.22538,-6.15323,0.0814847,0.0470748,0.0823236
260,49.3638,3.76945,0.717854,7.28463,0.0315492,0.0582353,0.0162392
261,24.8316,0.9719,8.68126,4.04809,0.0467089,-0.0117287,-0.00141008
262,14.6618,-5.67065,-0.990088,-1.07443,0.00997005,-0.0177982,0.0507777
263,8.67295,0.396493,-1.91096,-3.91928,0.00253157,0.0174686,0.03087
264,7.648,8.48766,-7.60637,9.91032,0.0257384,0.0565558,0.0665731
265,22.9634,-3.57497,-7.55167,-3.83083,0.0532663,0.0527951,0.00340296
266,40.211,5.48322,8.16847,-0.449894,-0.0873758,-0.0895161,0.0990178
267,98.0142,5.52099,-0.158743,-1.50275,-0.0158263,-0.0557815,-0.0518914
268,70.6757,-0.282595,6.16303,9.87578,0.0859629,-0.0920507,0.0780812
269,68.7712,-9.8658,5.70521,1.23271,-0.0983246,0.0179678,-0.0862654
270,78.0828,4.09468,7.27383,-7.11806,-0.0180521,-0.0468712,-0.0877268
271,53.4955,-1.55616,-2.16782,0.759582,-0.0317457,0.0541069,-0.0983986
272,46.6242,-0.444229,-9.58151,6.08725,-0.0425214,-0.0571937,-0.0246753
273,36.2707,-3.74635,-6.00717,-1.05593,0.0585518,-0.0199969,-0.0471455
274,67.364,9.29341,7.61014,9.03354,0.0788784,0.0688227,0.00605808
275,67.3997,-1.44032,-2.61882,9.06319,-0.00479881,-0.0602509,-0.0927052
276,43.2818,6.99167,-0.315199,1.38264,0.0715326,0.0762564,0.0471452
277,4.14688,-7.03821,7.40417,-9.1685,-0.098142,0.0668504,0.0640743
278,29.1961,-6.14963,-4.9626,4.16784,-0.0109435,0.0293632,0.0535043
279,56.5455,-3.34766,9.28439,2.56549,-0.0457208,-0.0166812,0.0506118
280,68.3126,6.92563,-2.64089,-2.46403,-0.0292208,-0.073044,0.0985251
281,62.5494,2.99732,8.71079,5.88178,-0.0611241,-0.0246715,0.0399466
282,73.3082,1.57758,0.274662,9.34122,-0.0768676,0.0907619,-0.0540938
283,79.2773,3.67905,7.97716,7.76738,0.0880922,0.0206151,-0.0158002
284,61.0616,-8.09712,-2.56729,1.22041,-0.0411037,-0.0293458,-0.0327241
285,87.9474,0.372479,2.16566,-7.9691,-0.00699929,-0.0999401,0.0426666
286,22.715,6.70079,5.28847,-8.38174,-0.0443522,0.0351587,-0.0611019
287,84.3547,-1.49145,-7.99009,-0.163244,0.0342063,0.0293239,-0.0868693
288,12.7551,9.33375,5.75803,9.03545,0.0750007,0.0949532,-0.0322031
289,89.7468,7.74938,2.04692,7.63348,0.0657243,-0.0871641,-0.022573
290,14.7007,7.46428,3.24419,-3.92037,0.0101985,0.0102587,0.0445309
291,39.929,4.95082,-7.82095,0.201308,-0.0178816,0.0209285,0.0485781
292,34.705,6.86412,-7.45349,0.945832,0.0506661,-0.0361924,0.0789923
293,60.777,6.92942,-1.59038,-8.55151,0.089383,-0.0581106,-0.0585578
294,16.8111,-2.20411,-4.56766,-1.03163,0.0731877,-0.0323784,-0.0483676
295,81.6565,-8.41946,6.30596,-6.74518,-0.0360078,0.024965,0.0350238
